old_product_code,historical_period,total_monthly_sales,market_region
ART-1262-OLI-M,2023-07,3233,Asia
ART-1457-MID-L,2024-05,2426,Asia
ART-1107-NAV-L,2023-07,4148,Europe
ART-1120-CLA-L,2024-08,2822,Asia
ART-1073-OLI-S,2025-01,1747,Europe
ART-1235-MID-M,2024-01,3098,Europe
ART-1297-OLI-XS,2023-09,2425,Asia
ART-1278-NAV-XS,2024-04,4087,North America
ART-1091-OLI-S,2023-06,1829,Europe
ART-1264-NAV-XL,2024-05,1341,Asia
ART-1003-OLI-S,2024-12,1906,Europe
ART-1420-CLA-XS,2025-02,3359,Asia
ART-1101-MID-M,2024-10,2500,Europe
ART-1058-NAV-M,2024-08,4352,North America
ART-1106-MID-M,2023-06,1619,Europe
ART-1183-CLA-XL,2024-01,1860,Asia
ART-1449-NAV-L,2024-03,2969,Europe
ART-1303-NAV-M,2025-02,2299,Europe
ART-1411-MID-L,2024-09,1025,North America
ART-1356-NAV-XS,2023-12,1896,Asia
ART-1343-MID-XL,2023-07,1782,Europe
ART-1342-NAV-XS,2023-05,4857,Europe
ART-1480-MID-XL,2023-10,3948,Europe
ART-1303-MID-XS,2023-06,1890,Europe
ART-1499-MID-S,2024-05,3509,Europe
ART-1484-CLA-XL,2023-09,4796,Asia
ART-1284-MID-M,2024-10,3010,North America
ART-1490-OLI-S,2023-09,1371,Europe
ART-1143-OLI-L,2023-07,4968,Asia
ART-1401-NAV-L,2024-07,2850,Asia
ART-1333-MID-L,2023-05,3729,Asia
ART-1223-OLI-S,2024-04,2618,Europe
ART-1282-MID-L,2024-05,2455,Europe
ART-1326-MID-S,2024-01,4008,Europe
ART-1180-MID-XL,2023-08,3870,Asia
ART-1189-NAV-L,2023-10,1269,North America
ART-1272-NAV-XS,2023-10,4309,Asia
ART-1462-CLA-XS,2023-10,4203,Asia
ART-1175-NAV-XS,2023-05,4510,Asia
ART-1164-NAV-L,2023-06,2195,North America
ART-1354-CLA-XS,2024-01,3489,Asia
ART-1218-NAV-L,2024-03,1173,North America
ART-1055-CLA-L,2024-12,3876,Europe
ART-1039-OLI-XS,2024-02,2107,Asia
ART-1410-NAV-S,2023-12,4334,Asia
ART-1265-CLA-M,2024-12,2019,North America
ART-1196-OLI-L,2024-11,1401,Asia
ART-1368-CLA-XL,2023-12,2413,Europe
ART-1243-NAV-XS,2024-05,4369,Asia
ART-1489-OLI-XL,2024-12,3058,North America
ART-1034-MID-S,2024-11,2551,Asia
ART-1437-OLI-XL,2023-11,2853,Europe
ART-1105-CLA-M,2023-09,3548,North America
ART-1103-MID-S,2024-03,4122,Europe
ART-1461-MID-XL,2024-08,4466,Asia
ART-1188-NAV-M,2024-07,1400,Asia
ART-1485-MID-XS,2024-07,3182,Europe
ART-1194-NAV-XL,2023-10,1121,Asia
ART-1356-CLA-L,2025-02,2258,Europe
ART-1174-NAV-M,2023-08,1053,Europe
ART-1196-OLI-M,2023-11,3314,North America
ART-1240-NAV-L,2024-05,2445,North America
ART-1230-MID-XS,2024-07,1497,Asia
ART-1331-MID-M,2023-09,3345,Asia
ART-1276-CLA-S,2025-02,1061,Europe
ART-1085-CLA-XL,2024-05,1438,North America
ART-1135-MID-L,2024-05,3845,Asia
ART-1377-OLI-XS,2023-11,4294,Asia
ART-1196-OLI-XL,2024-01,1083,Asia
ART-1495-MID-M,2024-11,2790,Asia
ART-1397-OLI-L,2024-12,4868,Asia
ART-1233-MID-M,2023-09,1892,Asia
ART-1383-MID-M,2024-04,1391,Europe
ART-1092-NAV-L,2023-10,1038,North America
ART-1063-OLI-XL,2023-09,2738,North America
ART-1081-CLA-S,2024-09,2472,Asia
ART-1025-CLA-XL,2024-06,3831,Europe
ART-1398-MID-XS,2024-10,1160,North America
ART-1069-NAV-XS,2023-12,4845,North America
ART-1449-OLI-XS,2024-05,2262,North America
ART-1432-MID-XS,2023-12,4953,Asia
ART-1245-CLA-XS,2024-12,4863,North America
ART-1462-MID-M,2024-06,1552,Asia
ART-1495-OLI-M,2024-02,3815,North America
ART-1139-CLA-XL,2024-10,2965,Asia
ART-1382-OLI-XS,2024-02,2642,Asia
ART-1341-CLA-XL,2023-06,1353,North America
ART-1230-MID-XS,2024-05,3868,North America
ART-1405-OLI-XS,2024-03,3605,Asia
ART-1468-CLA-XS,2024-01,3471,North America
ART-1464-OLI-L,2023-10,4138,Europe
ART-1461-MID-S,2024-06,4440,Europe
ART-1158-NAV-M,2023-09,4159,Europe
ART-1115-MID-XL,2023-07,1525,North America
ART-1343-MID-XS,2024-10,2610,Asia
ART-1033-NAV-M,2024-03,2817,Asia
ART-1156-MID-M,2024-05,3247,Asia
ART-1500-OLI-M,2024-02,4804,North America
ART-1322-MID-M,2023-11,4821,Europe
ART-1002-MID-L,2024-11,1762,Europe
ART-1346-MID-M,2023-10,1667,Europe
ART-1082-CLA-M,2024-08,3834,Asia
ART-1194-MID-S,2025-01,2305,North America
ART-1265-OLI-L,2023-08,1804,Asia
ART-1012-CLA-XS,2023-12,3071,Asia
ART-1044-OLI-S,2023-08,4960,Asia
ART-1074-NAV-M,2023-06,3893,Europe
ART-1151-CLA-S,2024-08,1234,North America
ART-1076-NAV-XL,2024-03,1881,Europe
ART-1495-NAV-XL,2023-09,3824,Europe
ART-1004-NAV-XS,2024-08,2982,North America
ART-1218-OLI-XL,2024-11,3381,Europe
ART-1049-NAV-XS,2024-04,3521,Asia
ART-1060-NAV-XL,2023-10,2593,Asia
ART-1224-OLI-M,2023-05,3412,North America
ART-1482-MID-XS,2024-07,4457,Europe
ART-1032-MID-S,2023-07,3712,North America
ART-1140-OLI-M,2024-04,3925,North America
ART-1486-CLA-XL,2024-06,2160,North America
ART-1265-CLA-M,2024-11,2600,Europe
ART-1160-OLI-XL,2023-07,2614,Asia
ART-1304-MID-L,2024-06,2673,Asia
ART-1144-OLI-L,2024-03,1869,Europe
ART-1478-OLI-S,2024-06,3782,Asia
ART-1363-NAV-XL,2024-10,1024,North America
ART-1351-MID-L,2023-06,4783,Asia
ART-1223-MID-XS,2024-05,3120,North America
ART-1460-OLI-XS,2024-04,2174,Europe
ART-1131-OLI-M,2024-01,3029,Asia
ART-1360-NAV-XL,2023-09,2807,Asia
ART-1251-OLI-XL,2024-11,2803,Asia
ART-1158-NAV-XS,2024-06,3948,North America
ART-1173-MID-XS,2024-02,1512,Europe
ART-1347-OLI-S,2024-12,3940,Asia
ART-1435-CLA-S,2024-12,2762,Asia
ART-1492-CLA-XS,2024-07,1957,North America
ART-1269-NAV-XL,2023-09,1324,Europe
ART-1461-OLI-XS,2024-10,1902,Europe
ART-1282-NAV-S,2023-12,1161,Asia
ART-1201-MID-XL,2024-03,1582,Asia
ART-1394-OLI-S,2024-02,3812,Europe
ART-1219-NAV-M,2023-10,3958,Asia
ART-1387-MID-L,2024-06,2984,Asia
ART-1051-CLA-XL,2024-05,1803,North America
ART-1116-MID-L,2023-12,1737,Asia
ART-1470-NAV-M,2023-11,3777,Asia
ART-1116-OLI-M,2024-01,1622,Asia
ART-1375-CLA-M,2023-09,2879,North America
ART-1456-CLA-XL,2023-09,1708,North America
ART-1357-CLA-XS,2023-06,4558,North America
ART-1074-MID-XS,2024-12,1206,Europe
ART-1125-OLI-S,2024-07,4720,Asia
ART-1297-CLA-XS,2023-10,2369,Asia
ART-1212-NAV-S,2025-01,1155,Asia
ART-1323-CLA-XL,2024-02,4951,Asia
ART-1307-NAV-S,2024-05,1655,Europe
ART-1129-MID-XS,2023-09,2165,Europe
ART-1479-NAV-M,2023-09,1297,Europe
ART-1026-NAV-S,2024-08,1106,North America
ART-1308-OLI-XS,2024-02,2891,Europe
ART-1195-MID-L,2024-08,1210,Europe
ART-1359-NAV-XS,2024-09,2714,Europe
ART-1196-NAV-XS,2024-05,2174,Asia
ART-1424-NAV-XS,2023-11,3366,Asia
ART-1094-CLA-XL,2024-10,4424,Europe
ART-1293-NAV-XS,2024-10,3550,North America
ART-1360-NAV-M,2023-06,4650,North America
ART-1013-NAV-S,2023-10,3061,North America
ART-1431-CLA-XL,2023-08,1150,Europe
ART-1406-NAV-M,2024-05,3852,Asia
ART-1024-MID-M,2024-02,1367,Asia
ART-1252-CLA-L,2024-12,2571,Asia
ART-1431-NAV-L,2024-04,3777,Europe
ART-1443-CLA-S,2024-01,2018,Asia
ART-1269-OLI-XS,2024-02,3378,Europe
ART-1091-OLI-XL,2023-08,4669,Asia
ART-1497-NAV-L,2023-12,2933,Asia
ART-1287-MID-S,2024-12,2318,North America
ART-1139-MID-S,2023-06,4615,Asia
ART-1310-NAV-XL,2024-05,4944,North America
ART-1171-OLI-M,2023-09,1280,North America
ART-1032-OLI-S,2023-06,3011,Europe
ART-1200-NAV-XL,2024-05,1552,Europe
ART-1071-NAV-S,2023-10,2362,Asia
ART-1219-CLA-L,2024-11,3915,Asia
ART-1292-OLI-L,2024-10,1457,North America
ART-1304-CLA-XS,2024-08,1935,Europe
ART-1201-CLA-S,2024-08,1585,North America
ART-1382-MID-XL,2024-02,3863,Asia
ART-1186-NAV-S,2024-07,3432,Asia
ART-1450-MID-XS,2023-12,1365,Asia
ART-1225-CLA-XL,2025-01,4854,North America
ART-1409-OLI-M,2024-02,3785,Asia
ART-1486-NAV-XL,2023-05,4932,North America
ART-1362-NAV-M,2023-07,2356,Europe
ART-1285-MID-L,2023-08,4885,Europe
ART-1320-CLA-XS,2023-10,4787,North America
ART-1407-CLA-XL,2023-07,4257,North America
ART-1422-CLA-XS,2023-09,4878,North America
ART-1371-NAV-L,2025-01,4804,Asia
ART-1206-NAV-L,2025-01,1441,Europe
ART-1245-CLA-M,2024-12,1858,Asia
ART-1461-NAV-XL,2024-05,4776,Asia
ART-1361-MID-M,2023-10,1107,Asia
ART-1333-OLI-L,2024-06,3514,Europe
ART-1333-OLI-XS,2024-08,3062,North America
ART-1354-OLI-L,2023-11,3156,Europe
ART-1042-MID-XS,2023-09,1412,North America
ART-1263-MID-L,2024-08,2928,Asia
ART-1492-NAV-S,2023-11,4325,Europe
ART-1363-NAV-XL,2023-09,4961,Asia
ART-1119-NAV-S,2024-05,4978,Asia
ART-1377-NAV-XL,2023-10,4466,Asia
ART-1161-NAV-S,2024-02,4121,Asia
ART-1473-MID-XL,2024-07,1721,Asia
ART-1451-OLI-L,2023-10,2073,Asia
ART-1054-CLA-L,2024-11,2900,North America
ART-1315-NAV-S,2025-02,3588,North America
ART-1121-NAV-M,2023-10,3200,Asia
ART-1309-OLI-S,2024-01,1557,Asia
ART-1479-OLI-M,2023-10,4217,Asia
ART-1387-OLI-S,2024-02,1473,Asia
ART-1437-NAV-XL,2024-02,3058,Europe
ART-1046-NAV-XL,2024-01,3884,Asia
ART-1324-MID-XL,2024-11,3498,North America
ART-1443-MID-S,2023-06,2347,North America
ART-1201-CLA-XS,2024-08,3980,North America
ART-1340-CLA-M,2024-05,1037,Asia
ART-1074-CLA-S,2024-11,1508,Asia
ART-1492-OLI-L,2024-12,2770,Asia
ART-1421-NAV-XS,2023-06,2025,North America
ART-1036-CLA-XL,2024-12,2448,North America
ART-1189-NAV-M,2023-11,2967,Europe
ART-1258-OLI-XL,2024-07,2016,Asia
ART-1281-MID-M,2024-02,2816,Asia
ART-1119-MID-XL,2024-10,3342,Asia
ART-1006-MID-XL,2023-10,4983,Europe
ART-1256-OLI-XS,2024-03,4626,Asia
ART-1071-OLI-XL,2023-08,1933,North America
ART-1316-NAV-M,2024-12,1357,Asia
ART-1450-CLA-XS,2023-12,3133,North America
ART-1365-OLI-S,2024-12,4063,Europe
ART-1313-NAV-M,2024-12,2238,Asia
ART-1343-OLI-M,2025-01,4386,Europe
ART-1348-CLA-M,2023-06,2826,North America
ART-1163-CLA-XS,2024-12,2129,Asia
ART-1457-OLI-M,2023-09,2651,Europe
ART-1256-MID-M,2025-01,4375,North America
ART-1162-OLI-M,2023-08,4040,Europe
ART-1271-NAV-XL,2023-05,3243,Asia
ART-1086-NAV-L,2024-05,3775,Europe
ART-1005-CLA-L,2024-10,3615,Asia
ART-1042-OLI-L,2023-08,2160,Asia
ART-1489-OLI-XL,2024-06,2502,Asia
ART-1267-MID-L,2023-06,2905,Asia
ART-1026-MID-M,2023-05,3915,Asia
ART-1181-NAV-XS,2023-10,3473,Asia
ART-1217-NAV-XS,2023-09,2718,Asia
ART-1205-CLA-XS,2024-02,2179,Asia
ART-1340-NAV-L,2025-01,4215,Europe
ART-1275-CLA-S,2023-08,3898,Asia
ART-1373-NAV-XL,2024-03,4345,Europe
ART-1222-MID-XS,2024-06,4223,North America
ART-1460-MID-M,2025-01,1684,Asia
ART-1263-CLA-M,2023-08,2852,North America
ART-1317-MID-XL,2024-12,2120,North America
ART-1472-MID-S,2024-10,3888,Europe
ART-1172-NAV-M,2023-06,1231,North America
ART-1144-OLI-XS,2025-01,2881,Europe
ART-1002-CLA-L,2024-07,1778,Europe
ART-1199-OLI-XS,2023-05,4105,Asia
ART-1136-MID-XS,2023-10,2815,North America
ART-1001-OLI-M,2023-08,1778,Europe
ART-1274-MID-L,2024-09,2144,North America
ART-1452-NAV-XS,2023-07,3972,Europe
ART-1080-NAV-S,2023-11,3790,North America
ART-1136-NAV-L,2024-05,4908,Europe
ART-1270-NAV-L,2024-11,2169,Europe
ART-1117-MID-XL,2025-01,1030,North America
ART-1216-CLA-L,2023-12,3345,Europe
ART-1401-CLA-M,2025-01,4150,North America
ART-1211-NAV-L,2024-08,1626,Asia
ART-1247-OLI-L,2024-07,2154,Asia
ART-1302-CLA-L,2023-07,3718,North America
ART-1135-MID-L,2025-01,4803,Europe
ART-1291-MID-XL,2024-11,2550,Europe
ART-1151-OLI-L,2024-12,1874,Europe
ART-1278-NAV-S,2024-03,3213,Asia
ART-1405-MID-S,2024-03,1955,Europe
ART-1404-NAV-S,2024-02,1809,Europe
ART-1313-CLA-L,2024-08,1439,North America
ART-1421-MID-XL,2024-09,1250,North America
ART-1303-CLA-L,2024-08,2806,North America
ART-1340-OLI-M,2024-05,3035,Europe
ART-1498-CLA-M,2024-07,4825,Asia
ART-1326-CLA-S,2023-09,1529,North America
ART-1315-MID-S,2024-12,1642,North America
ART-1118-MID-M,2024-01,1589,North America
ART-1446-CLA-XL,2024-01,3282,Europe
ART-1255-MID-XS,2024-06,3646,Europe
ART-1259-OLI-M,2024-05,4235,North America
ART-1054-OLI-XL,2024-08,1643,Asia
ART-1414-CLA-XS,2023-12,3159,Asia
ART-1433-MID-M,2024-03,2742,Europe
ART-1088-MID-XL,2024-08,4098,North America
ART-1280-CLA-L,2024-04,1714,Asia
ART-1465-CLA-XS,2023-09,4634,Europe
ART-1363-OLI-S,2024-12,4983,Europe
ART-1396-CLA-XL,2024-06,4376,North America
ART-1498-MID-XS,2023-06,1513,North America
ART-1092-NAV-L,2024-11,2222,Asia
ART-1045-OLI-XL,2024-09,4675,Europe
ART-1493-OLI-M,2023-09,3367,Asia
ART-1144-NAV-XL,2023-06,1265,North America
ART-1305-CLA-M,2023-08,3604,North America
ART-1016-NAV-XL,2023-09,2032,Asia
ART-1070-CLA-M,2023-08,3315,Europe
ART-1178-OLI-XL,2024-04,1186,North America
ART-1466-NAV-S,2024-09,1311,North America
ART-1398-CLA-L,2024-05,2011,Europe
ART-1169-NAV-S,2023-05,1335,Europe
ART-1325-OLI-L,2024-03,2542,North America
ART-1452-NAV-L,2024-11,4637,Europe
ART-1340-MID-XS,2023-09,2687,North America
ART-1182-NAV-XS,2024-06,3629,North America
ART-1140-MID-XS,2024-11,3656,Asia
ART-1324-MID-XS,2023-10,2713,Europe
ART-1190-MID-L,2023-05,3414,Europe
ART-1392-CLA-XS,2025-01,2202,Asia
ART-1366-MID-M,2024-08,3502,Asia
ART-1445-MID-M,2024-03,2549,Asia
ART-1487-OLI-S,2024-05,3582,Europe
ART-1094-NAV-XS,2024-01,2319,Asia
ART-1398-OLI-M,2023-11,1934,Europe
ART-1046-MID-XL,2023-07,4510,Europe
ART-1239-MID-L,2024-08,1531,Asia
ART-1267-OLI-S,2023-09,4365,Europe
ART-1284-OLI-XL,2024-02,1034,Asia
ART-1390-NAV-S,2024-06,3812,North America
ART-1082-CLA-XS,2023-07,2869,Asia
ART-1249-MID-XL,2024-12,1636,Europe
ART-1216-CLA-L,2023-12,2067,North America
ART-1396-OLI-XS,2024-09,1290,North America
ART-1500-MID-L,2024-07,2705,North America
ART-1127-MID-S,2023-06,1881,Europe
ART-1142-CLA-XS,2023-09,1149,Asia
ART-1441-MID-M,2024-05,1131,Asia
ART-1209-NAV-XL,2024-02,4929,North America
ART-1072-CLA-S,2023-06,3213,Europe
ART-1004-NAV-XL,2024-05,4211,North America
ART-1367-OLI-XS,2024-08,3912,North America
ART-1026-OLI-M,2023-11,1035,Asia
ART-1471-OLI-S,2024-03,2040,North America
ART-1078-MID-L,2024-09,3623,Europe
ART-1232-CLA-M,2023-08,4755,Europe
ART-1463-OLI-L,2023-05,2976,Europe
ART-1439-OLI-XL,2023-10,4789,Europe
ART-1395-OLI-L,2023-06,1627,Europe
ART-1492-CLA-L,2024-08,1044,North America
ART-1365-MID-L,2023-08,1717,North America
ART-1111-MID-XL,2025-01,1160,Asia
ART-1426-MID-XL,2023-08,3644,North America
ART-1165-NAV-L,2024-01,3367,Asia
ART-1051-CLA-XS,2023-06,3022,Asia
ART-1154-CLA-XL,2024-09,1006,Asia
ART-1376-OLI-M,2024-06,4385,North America
ART-1079-NAV-S,2023-11,2232,Asia
ART-1167-OLI-L,2023-05,2245,North America
ART-1312-CLA-XL,2024-04,3081,Asia
ART-1083-MID-S,2023-10,3890,Europe
ART-1055-CLA-S,2023-12,1787,Europe
ART-1348-NAV-XL,2023-09,2066,Asia
ART-1193-OLI-XL,2023-05,4109,North America
ART-1459-OLI-M,2023-12,2226,North America
ART-1078-NAV-M,2024-04,1916,North America
ART-1310-MID-XL,2024-02,3198,Asia
ART-1372-OLI-M,2023-06,4515,Asia
ART-1091-OLI-L,2024-04,4719,Asia
ART-1294-NAV-S,2023-11,4857,Europe
ART-1468-CLA-M,2024-03,1132,North America
ART-1474-NAV-L,2024-04,2095,Asia
ART-1232-OLI-M,2023-05,4091,Europe
ART-1315-MID-XS,2024-09,3988,North America
ART-1331-NAV-XS,2024-06,1879,Asia
ART-1313-OLI-XL,2024-01,1785,Asia
ART-1308-OLI-L,2024-03,3099,Asia
ART-1182-OLI-XS,2023-10,4459,Asia
ART-1075-MID-XS,2024-12,3730,Europe
ART-1425-OLI-XS,2023-08,4110,North America
ART-1458-CLA-XS,2023-09,4688,Europe
ART-1248-MID-XL,2024-04,3844,Asia
ART-1092-NAV-XL,2023-11,2708,Asia
ART-1310-NAV-L,2024-05,2182,North America
ART-1055-MID-M,2024-08,1068,Asia
ART-1155-NAV-XS,2024-03,4476,Asia
ART-1193-NAV-XS,2024-05,4127,North America
ART-1309-NAV-L,2023-06,1620,Asia
ART-1008-OLI-S,2024-07,2005,North America
ART-1337-OLI-M,2024-04,4487,Asia
ART-1467-MID-XS,2023-11,2391,Asia
ART-1012-CLA-XL,2023-10,3486,North America
ART-1040-OLI-XL,2024-12,3591,North America
ART-1128-NAV-XS,2023-06,3962,Asia
ART-1163-CLA-L,2024-06,1084,North America
ART-1394-NAV-L,2024-10,1737,Asia
ART-1431-OLI-S,2025-01,2452,Asia
ART-1100-OLI-M,2024-12,1305,North America
ART-1135-NAV-L,2024-12,3972,Asia
ART-1276-NAV-L,2024-01,3080,Asia
ART-1042-NAV-M,2024-11,2719,Asia
ART-1465-NAV-XS,2024-06,3426,North America
ART-1074-MID-S,2025-01,2477,North America
ART-1426-NAV-L,2024-10,3009,North America
ART-1052-MID-XL,2023-08,2586,North America
ART-1181-NAV-M,2023-06,1507,North America
ART-1232-OLI-S,2024-06,2517,Asia
ART-1322-OLI-XS,2023-11,3192,North America
ART-1392-OLI-XS,2023-08,4773,Europe
ART-1347-MID-M,2024-08,3640,Asia
ART-1091-NAV-M,2024-01,2552,Asia
ART-1149-NAV-XL,2024-08,3579,Europe
ART-1310-CLA-M,2024-02,4279,Europe
ART-1413-CLA-XL,2024-07,4203,Europe
ART-1069-MID-M,2023-08,4378,North America
ART-1167-OLI-S,2023-11,4273,Asia
ART-1194-OLI-XS,2023-08,1637,North America
ART-1168-NAV-L,2023-09,3665,Europe
ART-1062-OLI-XL,2024-12,4624,Europe
ART-1168-CLA-XL,2024-12,3375,Asia
ART-1235-OLI-XL,2024-12,3388,Europe
ART-1241-MID-L,2024-03,4229,Asia
ART-1330-CLA-M,2023-08,2883,North America
ART-1391-CLA-L,2024-12,4417,Europe
ART-1361-CLA-XS,2023-09,3018,North America
ART-1354-MID-S,2023-10,2571,Europe
ART-1151-OLI-XL,2024-07,2899,Europe
ART-1260-NAV-L,2025-01,2204,Europe
ART-1407-NAV-XL,2023-06,1087,Asia
ART-1096-CLA-M,2023-08,4758,Europe
ART-1112-MID-L,2023-08,3220,Europe
ART-1435-OLI-L,2024-04,3341,North America
ART-1144-MID-L,2023-10,2194,Asia
ART-1019-NAV-M,2023-08,3574,North America
ART-1393-MID-XS,2025-01,2113,Europe
ART-1378-OLI-XL,2023-12,4861,Europe
ART-1496-NAV-XL,2023-07,4500,Asia
ART-1218-MID-M,2023-11,3239,Asia
ART-1115-NAV-S,2024-04,3186,Europe
ART-1432-OLI-S,2025-01,4291,Asia
ART-1264-MID-M,2024-08,4686,North America
ART-1482-NAV-XS,2024-10,3218,North America
ART-1421-MID-XS,2023-12,3391,Asia
ART-1008-OLI-XS,2024-09,2433,Europe
ART-1373-MID-XL,2024-10,3815,North America
ART-1196-MID-XL,2023-07,3349,North America
ART-1230-CLA-M,2024-09,3993,Europe
ART-1022-OLI-M,2023-11,2293,Europe
ART-1455-OLI-XL,2024-05,2492,Europe
ART-1240-NAV-XL,2024-04,3803,Asia
ART-1183-OLI-XS,2023-07,2106,Europe
ART-1179-OLI-S,2023-05,4415,Asia
ART-1180-CLA-XS,2023-08,4581,Asia
ART-1461-NAV-XL,2024-07,3759,Asia
ART-1444-NAV-L,2023-11,3590,Asia
ART-1418-OLI-L,2024-01,3547,Europe
ART-1379-OLI-XS,2023-12,4746,North America
ART-1255-CLA-M,2024-06,3899,Europe
ART-1454-OLI-XL,2023-06,3114,Europe
ART-1240-OLI-XL,2024-08,3545,Asia
ART-1196-MID-L,2024-12,2177,Asia
ART-1280-CLA-M,2024-11,2673,North America
ART-1058-MID-XS,2025-01,1070,North America
ART-1489-NAV-L,2025-02,3640,Europe
ART-1287-NAV-S,2024-11,4674,Europe
ART-1091-OLI-XS,2024-06,2745,Asia
ART-1099-CLA-XL,2024-10,1824,Asia
ART-1359-CLA-M,2024-03,2366,North America
ART-1040-OLI-XS,2024-05,1691,Asia
ART-1253-OLI-S,2024-08,1414,Europe
ART-1109-OLI-XL,2023-06,2697,Asia
ART-1105-NAV-S,2023-07,1305,Europe
ART-1206-OLI-XS,2023-06,1799,Europe
ART-1215-NAV-XS,2025-02,1986,North America
ART-1214-MID-XL,2023-12,1743,Asia
ART-1252-OLI-M,2024-08,3607,Europe
ART-1245-MID-XL,2023-12,4816,Europe
ART-1394-OLI-L,2024-08,4601,Asia
ART-1122-NAV-XS,2024-10,2510,Europe
ART-1270-MID-M,2024-06,4962,Asia
ART-1212-CLA-L,2024-07,3715,Asia
ART-1125-MID-M,2024-01,3585,Europe
ART-1127-NAV-L,2023-06,1561,Asia
ART-1215-OLI-S,2023-11,3679,Asia
ART-1320-NAV-XS,2024-08,1140,North America
ART-1029-MID-L,2024-01,4301,North America
ART-1019-MID-XL,2024-07,3700,Asia
ART-1122-MID-XS,2024-07,1854,North America
ART-1312-MID-L,2024-07,4052,Europe
ART-1102-OLI-M,2023-09,4982,North America
ART-1305-OLI-S,2024-06,1460,Europe
ART-1259-CLA-XL,2025-01,2185,Asia
ART-1422-MID-S,2024-07,2826,Europe
ART-1206-MID-M,2025-01,4390,North America
ART-1258-NAV-M,2024-05,2170,Asia
ART-1454-NAV-S,2024-07,3828,North America
ART-1108-CLA-L,2025-01,4094,Asia
ART-1028-NAV-XL,2024-05,1767,Asia
ART-1082-CLA-XL,2023-07,4607,North America
ART-1312-NAV-S,2023-05,3152,Europe
ART-1011-NAV-L,2024-01,4545,North America
ART-1200-NAV-L,2023-05,4187,North America
ART-1427-NAV-XS,2024-12,2862,Europe
ART-1406-OLI-L,2023-06,2097,Europe
ART-1179-CLA-M,2024-12,3170,Asia
ART-1370-OLI-S,2023-11,3248,Europe
ART-1138-NAV-S,2024-05,2036,Asia
ART-1402-MID-M,2024-10,1555,Asia
ART-1313-OLI-XL,2023-07,4855,Europe
ART-1176-CLA-M,2024-03,4016,Europe
ART-1136-NAV-XS,2023-06,3962,North America
ART-1391-OLI-S,2024-08,1731,North America
ART-1409-MID-XL,2024-11,4781,North America
ART-1384-MID-S,2024-05,1149,North America
ART-1193-MID-S,2024-01,4273,Asia
ART-1434-MID-S,2024-05,2930,Asia
ART-1380-MID-XS,2023-07,4317,Asia
ART-1235-MID-S,2024-11,4827,Europe
ART-1086-MID-XS,2025-01,3896,North America
ART-1106-CLA-XS,2023-07,2893,North America
ART-1228-MID-M,2023-07,3230,Asia
ART-1004-CLA-XL,2024-07,3123,Asia
ART-1081-NAV-L,2024-04,4012,Asia
ART-1168-NAV-XL,2023-11,4258,Europe
ART-1175-NAV-XS,2023-06,3816,Asia
ART-1244-NAV-XS,2023-08,4606,Asia
ART-1395-OLI-L,2023-12,1002,Europe
ART-1293-CLA-XL,2024-05,1513,North America
ART-1225-MID-S,2023-11,3095,North America
ART-1012-CLA-XS,2024-08,2901,Asia
ART-1208-CLA-XS,2023-07,3794,North America
ART-1230-OLI-XS,2024-11,2984,Europe
ART-1199-MID-XS,2023-06,1131,Asia
ART-1487-NAV-XL,2023-09,4089,Asia
ART-1159-CLA-XS,2023-07,2306,Asia
ART-1065-OLI-S,2023-09,3997,Europe
ART-1038-MID-L,2024-02,2622,Europe
ART-1391-MID-XS,2024-08,1417,North America
ART-1496-CLA-S,2024-11,3433,North America
ART-1064-CLA-XL,2024-12,2993,Europe
ART-1457-NAV-M,2023-12,4650,North America
ART-1385-OLI-S,2025-01,3125,Europe
ART-1480-NAV-XS,2024-09,3065,Asia
ART-1329-NAV-M,2024-06,3117,North America
ART-1229-OLI-S,2024-07,2708,North America
ART-1366-OLI-M,2024-01,1394,Asia
ART-1002-NAV-L,2024-08,1976,Asia
ART-1140-OLI-M,2024-03,4114,Asia
ART-1219-OLI-L,2024-11,4758,Europe
ART-1183-CLA-L,2024-02,4917,North America
ART-1092-NAV-XS,2024-04,4155,Asia
ART-1475-OLI-M,2024-12,2324,Asia
ART-1112-CLA-M,2023-06,2883,Europe
ART-1178-MID-L,2024-10,3378,Europe
ART-1399-NAV-XL,2024-09,4061,North America
ART-1313-NAV-L,2024-03,4270,Europe
ART-1372-CLA-XL,2024-12,3165,Europe
ART-1445-NAV-S,2023-11,1603,North America
ART-1346-CLA-M,2025-01,2384,Asia
ART-1324-MID-L,2023-09,3437,North America
ART-1188-CLA-M,2023-09,3095,Asia
ART-1435-CLA-L,2024-02,1224,North America
ART-1427-OLI-M,2023-11,4238,Europe
ART-1002-OLI-S,2024-02,1063,North America
ART-1338-NAV-XL,2024-09,4647,North America
ART-1383-NAV-S,2024-12,4870,Europe
ART-1426-NAV-S,2024-03,4343,Asia
ART-1147-OLI-S,2024-11,2572,North America
ART-1419-NAV-L,2024-11,1821,Europe
ART-1163-CLA-XL,2024-04,4681,Asia
ART-1324-NAV-XL,2024-05,1200,Europe
ART-1402-OLI-S,2024-09,3212,North America
ART-1184-NAV-M,2024-04,3963,Asia
ART-1313-CLA-L,2025-01,4358,North America
ART-1404-NAV-XL,2023-10,1921,Europe
ART-1407-CLA-L,2024-02,3461,Europe
