product_id,article_id,product_name,color,size,reorder_threshold,max_capacity,unit_cost
ART-1016-NAV-M,ART-1016,Cargo Pants,Navy Blue,M,154,1000,21.96
ART-1016-NAV-L,ART-1016,Cargo Pants,Navy Blue,L,135,1000,30.86
ART-1016-NAV-XL,ART-1016,Cargo Pants,Navy Blue,XL,174,1000,32.02
ART-1016-OLI-XS,ART-1016,Cargo Pants,Olive Green,XS,133,1000,27.44
ART-1016-OLI-S,ART-1016,Cargo Pants,Olive Green,S,113,1000,15.56
ART-1016-OLI-M,ART-1016,Cargo Pants,Olive Green,M,130,1000,43.97
ART-1016-OLI-L,ART-1016,Cargo Pants,Olive Green,L,139,1000,35.82
ART-1016-OLI-XL,ART-1016,Cargo Pants,Olive Green,XL,128,1000,40.35
ART-1017-MID-XS,ART-1017,Slim Fit Denim,Midnight Black,XS,169,1000,24.56
ART-1017-MID-S,ART-1017,Slim Fit Denim,Midnight Black,S,116,1000,30.31
ART-1017-MID-M,ART-1017,Slim Fit Denim,Midnight Black,M,120,1000,26.98
ART-1017-MID-L,ART-1017,Slim Fit Denim,Midnight Black,L,183,1000,44.14
ART-1017-MID-XL,ART-1017,Slim Fit Denim,Midnight Black,XL,115,1000,42.58
ART-1017-CLA-XS,ART-1017,Slim Fit Denim,Classic White,XS,192,1000,20.81
ART-1017-CLA-S,ART-1017,Slim Fit Denim,Classic White,S,102,1000,22.65
ART-1017-CLA-M,ART-1017,Slim Fit Denim,Classic White,M,195,1000,39.66
ART-1017-CLA-L,ART-1017,Slim Fit Denim,Classic White,L,148,1000,12.06
ART-1017-CLA-XL,ART-1017,Slim Fit Denim,Classic White,XL,125,1000,33.67
ART-1017-NAV-XS,ART-1017,Slim Fit Denim,Navy Blue,XS,136,1000,23.5
ART-1017-NAV-S,ART-1017,Slim Fit Denim,Navy Blue,S,130,1000,25.55
ART-1017-NAV-M,ART-1017,Slim Fit Denim,Navy Blue,M,140,1000,23.96
ART-1017-NAV-L,ART-1017,Slim Fit Denim,Navy Blue,L,164,1000,23.07
ART-1017-NAV-XL,ART-1017,Slim Fit Denim,Navy Blue,XL,117,1000,13.3
ART-1017-OLI-XS,ART-1017,Slim Fit Denim,Olive Green,XS,190,1000,17.63
ART-1017-OLI-S,ART-1017,Slim Fit Denim,Olive Green,S,183,1000,34.98
ART-1017-OLI-M,ART-1017,Slim Fit Denim,Olive Green,M,156,1000,25.23
ART-1017-OLI-L,ART-1017,Slim Fit Denim,Olive Green,L,165,1000,20.46
ART-1017-OLI-XL,ART-1017,Slim Fit Denim,Olive Green,XL,129,1000,34.06
ART-1018-MID-XS,ART-1018,Summer Dress,Midnight Black,XS,117,1000,24.59
ART-1018-MID-S,ART-1018,Summer Dress,Midnight Black,S,188,1000,38.69
ART-1018-MID-M,ART-1018,Summer Dress,Midnight Black,M,118,1000,16.48
ART-1018-MID-L,ART-1018,Summer Dress,Midnight Black,L,199,1000,14.81
ART-1018-MID-XL,ART-1018,Summer Dress,Midnight Black,XL,109,1000,34.07
ART-1018-CLA-XS,ART-1018,Summer Dress,Classic White,XS,145,1000,34.86
ART-1018-CLA-S,ART-1018,Summer Dress,Classic White,S,101,1000,13.32
ART-1018-CLA-M,ART-1018,Summer Dress,Classic White,M,120,1000,23.68
ART-1018-CLA-L,ART-1018,Summer Dress,Classic White,L,138,1000,26.58
ART-1018-CLA-XL,ART-1018,Summer Dress,Classic White,XL,147,1000,30.61
ART-1018-NAV-XS,ART-1018,Summer Dress,Navy Blue,XS,155,1000,14.89
ART-1018-NAV-S,ART-1018,Summer Dress,Navy Blue,S,101,1000,35.77
ART-1018-NAV-M,ART-1018,Summer Dress,Navy Blue,M,121,1000,31.43
ART-1018-NAV-L,ART-1018,Summer Dress,Navy Blue,L,152,1000,26.92
ART-1018-NAV-XL,ART-1018,Summer Dress,Navy Blue,XL,188,1000,36.7
ART-1018-OLI-XS,ART-1018,Summer Dress,Olive Green,XS,102,1000,19.69
ART-1018-OLI-S,ART-1018,Summer Dress,Olive Green,S,163,1000,27.07
ART-1018-OLI-M,ART-1018,Summer Dress,Olive Green,M,187,1000,34.13
ART-1018-OLI-L,ART-1018,Summer Dress,Olive Green,L,160,1000,39.92
ART-1018-OLI-XL,ART-1018,Summer Dress,Olive Green,XL,105,1000,37.61
ART-1019-MID-XS,ART-1019,Graphic Tee,Midnight Black,XS,102,1000,43.92
ART-1019-MID-S,ART-1019,Graphic Tee,Midnight Black,S,124,1000,14.27
ART-1019-MID-M,ART-1019,Graphic Tee,Midnight Black,M,192,1000,19.11
ART-1019-MID-L,ART-1019,Graphic Tee,Midnight Black,L,166,1000,38.78
ART-1019-MID-XL,ART-1019,Graphic Tee,Midnight Black,XL,123,1000,32.89
ART-1019-CLA-XS,ART-1019,Graphic Tee,Classic White,XS,134,1000,34.36
ART-1019-CLA-S,ART-1019,Graphic Tee,Classic White,S,150,1000,34.08
ART-1019-CLA-M,ART-1019,Graphic Tee,Classic White,M,174,1000,17.45
ART-1019-CLA-L,ART-1019,Graphic Tee,Classic White,L,177,1000,21.61
ART-1019-CLA-XL,ART-1019,Graphic Tee,Classic White,XL,158,1000,39.99
ART-1019-NAV-XS,ART-1019,Graphic Tee,Navy Blue,XS,156,1000,14.11
ART-1019-NAV-S,ART-1019,Graphic Tee,Navy Blue,S,175,1000,30.87
ART-1019-NAV-M,ART-1019,Graphic Tee,Navy Blue,M,123,1000,36.03
ART-1019-NAV-L,ART-1019,Graphic Tee,Navy Blue,L,127,1000,31.93
ART-1019-NAV-XL,ART-1019,Graphic Tee,Navy Blue,XL,162,1000,12.53
ART-1019-OLI-XS,ART-1019,Graphic Tee,Olive Green,XS,168,1000,40.5
ART-1019-OLI-S,ART-1019,Graphic Tee,Olive Green,S,199,1000,22.33
ART-1019-OLI-M,ART-1019,Graphic Tee,Olive Green,M,138,1000,28.79
ART-1019-OLI-L,ART-1019,Graphic Tee,Olive Green,L,104,1000,43.87
ART-1019-OLI-XL,ART-1019,Graphic Tee,Olive Green,XL,184,1000,36.76
ART-1020-MID-XS,ART-1020,Summer Dress,Midnight Black,XS,184,1000,35.36
ART-1020-MID-S,ART-1020,Summer Dress,Midnight Black,S,102,1000,44.6
ART-1020-MID-M,ART-1020,Summer Dress,Midnight Black,M,189,1000,26.21
ART-1020-MID-L,ART-1020,Summer Dress,Midnight Black,L,151,1000,30.59
ART-1020-MID-XL,ART-1020,Summer Dress,Midnight Black,XL,136,1000,16.5
ART-1020-CLA-XS,ART-1020,Summer Dress,Classic White,XS,108,1000,37.35
ART-1020-CLA-S,ART-1020,Summer Dress,Classic White,S,102,1000,30.83
ART-1020-CLA-M,ART-1020,Summer Dress,Classic White,M,177,1000,14.14
ART-1020-CLA-L,ART-1020,Summer Dress,Classic White,L,148,1000,26.6
ART-1020-CLA-XL,ART-1020,Summer Dress,Classic White,XL,153,1000,34.93
ART-1020-NAV-XS,ART-1020,Summer Dress,Navy Blue,XS,149,1000,22.39
ART-1020-NAV-S,ART-1020,Summer Dress,Navy Blue,S,153,1000,16.26
ART-1020-NAV-M,ART-1020,Summer Dress,Navy Blue,M,172,1000,31.45
ART-1020-NAV-L,ART-1020,Summer Dress,Navy Blue,L,126,1000,17.0
ART-1020-NAV-XL,ART-1020,Summer Dress,Navy Blue,XL,119,1000,26.84
ART-1020-OLI-XS,ART-1020,Summer Dress,Olive Green,XS,108,1000,26.68
ART-1020-OLI-S,ART-1020,Summer Dress,Olive Green,S,184,1000,37.01
ART-1020-OLI-M,ART-1020,Summer Dress,Olive Green,M,108,1000,30.53
ART-1020-OLI-L,ART-1020,Summer Dress,Olive Green,L,185,1000,37.09
ART-1020-OLI-XL,ART-1020,Summer Dress,Olive Green,XL,186,1000,20.15
ART-1021-MID-XS,ART-1021,Summer Dress,Midnight Black,XS,159,1000,39.84
ART-1021-MID-S,ART-1021,Summer Dress,Midnight Black,S,175,1000,29.83
ART-1021-MID-M,ART-1021,Summer Dress,Midnight Black,M,110,1000,24.23
ART-1021-MID-L,ART-1021,Summer Dress,Midnight Black,L,176,1000,31.1
ART-1021-MID-XL,ART-1021,Summer Dress,Midnight Black,XL,132,1000,41.07
ART-1021-CLA-XS,ART-1021,Summer Dress,Classic White,XS,120,1000,17.38
ART-1021-CLA-S,ART-1021,Summer Dress,Classic White,S,171,1000,26.69
ART-1021-CLA-M,ART-1021,Summer Dress,Classic White,M,120,1000,28.33
ART-1021-CLA-L,ART-1021,Summer Dress,Classic White,L,103,1000,27.6
ART-1021-CLA-XL,ART-1021,Summer Dress,Classic White,XL,139,1000,15.62
ART-1021-NAV-XS,ART-1021,Summer Dress,Navy Blue,XS,100,1000,41.02
ART-1021-NAV-S,ART-1021,Summer Dress,Navy Blue,S,144,1000,27.34
ART-1021-NAV-M,ART-1021,Summer Dress,Navy Blue,M,121,1000,15.72
ART-1021-NAV-L,ART-1021,Summer Dress,Navy Blue,L,102,1000,32.1
ART-1021-NAV-XL,ART-1021,Summer Dress,Navy Blue,XL,199,1000,13.21
ART-1021-OLI-XS,ART-1021,Summer Dress,Olive Green,XS,197,1000,18.81
ART-1021-OLI-S,ART-1021,Summer Dress,Olive Green,S,111,1000,22.97
ART-1021-OLI-M,ART-1021,Summer Dress,Olive Green,M,117,1000,26.64
ART-1021-OLI-L,ART-1021,Summer Dress,Olive Green,L,111,1000,20.18
ART-1021-OLI-XL,ART-1021,Summer Dress,Olive Green,XL,178,1000,22.1
ART-1022-MID-XS,ART-1022,Summer Dress,Midnight Black,XS,182,1000,23.38
ART-1022-MID-S,ART-1022,Summer Dress,Midnight Black,S,178,1000,21.65
ART-1022-MID-M,ART-1022,Summer Dress,Midnight Black,M,154,1000,44.65
ART-1022-MID-L,ART-1022,Summer Dress,Midnight Black,L,102,1000,27.53
ART-1022-MID-XL,ART-1022,Summer Dress,Midnight Black,XL,117,1000,23.66
ART-1022-CLA-XS,ART-1022,Summer Dress,Classic White,XS,114,1000,28.8
ART-1022-CLA-S,ART-1022,Summer Dress,Classic White,S,196,1000,27.11
ART-1022-CLA-M,ART-1022,Summer Dress,Classic White,M,173,1000,18.89
ART-1022-CLA-L,ART-1022,Summer Dress,Classic White,L,103,1000,34.66
ART-1022-CLA-XL,ART-1022,Summer Dress,Classic White,XL,167,1000,25.92
ART-1022-NAV-XS,ART-1022,Summer Dress,Navy Blue,XS,156,1000,20.1
ART-1022-NAV-S,ART-1022,Summer Dress,Navy Blue,S,100,1000,34.24
ART-1022-NAV-M,ART-1022,Summer Dress,Navy Blue,M,109,1000,43.15
ART-1022-NAV-L,ART-1022,Summer Dress,Navy Blue,L,186,1000,21.11
ART-1022-NAV-XL,ART-1022,Summer Dress,Navy Blue,XL,165,1000,20.0
ART-1022-OLI-XS,ART-1022,Summer Dress,Olive Green,XS,163,1000,23.76
ART-1022-OLI-S,ART-1022,Summer Dress,Olive Green,S,148,1000,33.46
ART-1022-OLI-M,ART-1022,Summer Dress,Olive Green,M,170,1000,29.91
ART-1022-OLI-L,ART-1022,Summer Dress,Olive Green,L,146,1000,21.98
ART-1022-OLI-XL,ART-1022,Summer Dress,Olive Green,XL,102,1000,44.34
ART-1023-MID-XS,ART-1023,Slim Fit Denim,Midnight Black,XS,137,1000,36.55
ART-1023-MID-S,ART-1023,Slim Fit Denim,Midnight Black,S,116,1000,21.11
ART-1023-MID-M,ART-1023,Slim Fit Denim,Midnight Black,M,111,1000,38.11
ART-1023-MID-L,ART-1023,Slim Fit Denim,Midnight Black,L,163,1000,26.96
ART-1023-MID-XL,ART-1023,Slim Fit Denim,Midnight Black,XL,111,1000,17.81
ART-1023-CLA-XS,ART-1023,Slim Fit Denim,Classic White,XS,170,1000,39.85
ART-1023-CLA-S,ART-1023,Slim Fit Denim,Classic White,S,101,1000,28.5
ART-1023-CLA-M,ART-1023,Slim Fit Denim,Classic White,M,144,1000,42.02
ART-1023-CLA-L,ART-1023,Slim Fit Denim,Classic White,L,130,1000,30.38
ART-1023-CLA-XL,ART-1023,Slim Fit Denim,Classic White,XL,150,1000,12.5
ART-1023-NAV-XS,ART-1023,Slim Fit Denim,Navy Blue,XS,193,1000,20.03
ART-1023-NAV-S,ART-1023,Slim Fit Denim,Navy Blue,S,196,1000,20.18
ART-1023-NAV-M,ART-1023,Slim Fit Denim,Navy Blue,M,164,1000,15.37
ART-1023-NAV-L,ART-1023,Slim Fit Denim,Navy Blue,L,183,1000,18.54
ART-1023-NAV-XL,ART-1023,Slim Fit Denim,Navy Blue,XL,147,1000,31.25
ART-1023-OLI-XS,ART-1023,Slim Fit Denim,Olive Green,XS,103,1000,34.19
ART-1023-OLI-S,ART-1023,Slim Fit Denim,Olive Green,S,175,1000,12.53
ART-1023-OLI-M,ART-1023,Slim Fit Denim,Olive Green,M,118,1000,16.77
ART-1023-OLI-L,ART-1023,Slim Fit Denim,Olive Green,L,101,1000,38.69
ART-1023-OLI-XL,ART-1023,Slim Fit Denim,Olive Green,XL,200,1000,23.3
ART-1024-MID-XS,ART-1024,Oversized Hoodie,Midnight Black,XS,116,1000,36.35
ART-1024-MID-S,ART-1024,Oversized Hoodie,Midnight Black,S,124,1000,17.53
ART-1024-MID-M,ART-1024,Oversized Hoodie,Midnight Black,M,100,1000,21.86
ART-1024-MID-L,ART-1024,Oversized Hoodie,Midnight Black,L,163,1000,30.96
ART-1024-MID-XL,ART-1024,Oversized Hoodie,Midnight Black,XL,121,1000,36.22
ART-1024-CLA-XS,ART-1024,Oversized Hoodie,Classic White,XS,149,1000,15.03
ART-1024-CLA-S,ART-1024,Oversized Hoodie,Classic White,S,178,1000,16.21
ART-1024-CLA-M,ART-1024,Oversized Hoodie,Classic White,M,120,1000,38.65
ART-1024-CLA-L,ART-1024,Oversized Hoodie,Classic White,L,147,1000,16.41
ART-1024-CLA-XL,ART-1024,Oversized Hoodie,Classic White,XL,159,1000,19.58
ART-1024-NAV-XS,ART-1024,Oversized Hoodie,Navy Blue,XS,149,1000,28.71
ART-1024-NAV-S,ART-1024,Oversized Hoodie,Navy Blue,S,159,1000,44.23
ART-1024-NAV-M,ART-1024,Oversized Hoodie,Navy Blue,M,127,1000,18.64
ART-1024-NAV-L,ART-1024,Oversized Hoodie,Navy Blue,L,117,1000,42.56
ART-1024-NAV-XL,ART-1024,Oversized Hoodie,Navy Blue,XL,121,1000,12.08
ART-1024-OLI-XS,ART-1024,Oversized Hoodie,Olive Green,XS,156,1000,13.58
ART-1024-OLI-S,ART-1024,Oversized Hoodie,Olive Green,S,125,1000,13.01
ART-1024-OLI-M,ART-1024,Oversized Hoodie,Olive Green,M,122,1000,43.25
ART-1024-OLI-L,ART-1024,Oversized Hoodie,Olive Green,L,182,1000,17.49
ART-1024-OLI-XL,ART-1024,Oversized Hoodie,Olive Green,XL,126,1000,39.13
ART-1025-MID-XS,ART-1025,Cargo Pants,Midnight Black,XS,165,1000,27.82
ART-1025-MID-S,ART-1025,Cargo Pants,Midnight Black,S,192,1000,31.59
ART-1025-MID-M,ART-1025,Cargo Pants,Midnight Black,M,106,1000,42.36
ART-1025-MID-L,ART-1025,Cargo Pants,Midnight Black,L,182,1000,25.09
ART-1025-MID-XL,ART-1025,Cargo Pants,Midnight Black,XL,139,1000,29.84
ART-1025-CLA-XS,ART-1025,Cargo Pants,Classic White,XS,196,1000,37.44
ART-1025-CLA-S,ART-1025,Cargo Pants,Classic White,S,107,1000,13.19
ART-1025-CLA-M,ART-1025,Cargo Pants,Classic White,M,125,1000,16.05
ART-1025-CLA-L,ART-1025,Cargo Pants,Classic White,L,107,1000,26.41
ART-1025-CLA-XL,ART-1025,Cargo Pants,Classic White,XL,119,1000,33.88
ART-1025-NAV-XS,ART-1025,Cargo Pants,Navy Blue,XS,119,1000,34.57
ART-1025-NAV-S,ART-1025,Cargo Pants,Navy Blue,S,108,1000,17.28
ART-1025-NAV-M,ART-1025,Cargo Pants,Navy Blue,M,165,1000,14.83
ART-1025-NAV-L,ART-1025,Cargo Pants,Navy Blue,L,136,1000,40.92
ART-1025-NAV-XL,ART-1025,Cargo Pants,Navy Blue,XL,176,1000,19.65
ART-1025-OLI-XS,ART-1025,Cargo Pants,Olive Green,XS,163,1000,18.7
ART-1025-OLI-S,ART-1025,Cargo Pants,Olive Green,S,181,1000,29.84
ART-1025-OLI-M,ART-1025,Cargo Pants,Olive Green,M,173,1000,42.02
ART-1025-OLI-L,ART-1025,Cargo Pants,Olive Green,L,109,1000,37.14
ART-1025-OLI-XL,ART-1025,Cargo Pants,Olive Green,XL,126,1000,43.6
ART-1026-MID-XS,ART-1026,Summer Dress,Midnight Black,XS,197,1000,13.63
ART-1026-MID-S,ART-1026,Summer Dress,Midnight Black,S,158,1000,15.09
ART-1026-MID-M,ART-1026,Summer Dress,Midnight Black,M,168,1000,35.58
ART-1026-MID-L,ART-1026,Summer Dress,Midnight Black,L,156,1000,16.61
ART-1026-MID-XL,ART-1026,Summer Dress,Midnight Black,XL,164,1000,24.04
ART-1026-CLA-XS,ART-1026,Summer Dress,Classic White,XS,187,1000,41.02
ART-1026-CLA-S,ART-1026,Summer Dress,Classic White,S,186,1000,43.35
ART-1026-CLA-M,ART-1026,Summer Dress,Classic White,M,161,1000,34.46
ART-1026-CLA-L,ART-1026,Summer Dress,Classic White,L,181,1000,19.61
ART-1026-CLA-XL,ART-1026,Summer Dress,Classic White,XL,160,1000,23.87
ART-1026-NAV-XS,ART-1026,Summer Dress,Navy Blue,XS,145,1000,27.7
ART-1026-NAV-S,ART-1026,Summer Dress,Navy Blue,S,125,1000,14.63
ART-1026-NAV-M,ART-1026,Summer Dress,Navy Blue,M,173,1000,31.41
ART-1026-NAV-L,ART-1026,Summer Dress,Navy Blue,L,115,1000,38.4
ART-1026-NAV-XL,ART-1026,Summer Dress,Navy Blue,XL,149,1000,25.69
ART-1026-OLI-XS,ART-1026,Summer Dress,Olive Green,XS,191,1000,22.61
ART-1026-OLI-S,ART-1026,Summer Dress,Olive Green,S,134,1000,15.58
ART-1026-OLI-M,ART-1026,Summer Dress,Olive Green,M,157,1000,34.17
ART-1026-OLI-L,ART-1026,Summer Dress,Olive Green,L,129,1000,44.26
ART-1026-OLI-XL,ART-1026,Summer Dress,Olive Green,XL,179,1000,23.29
ART-1027-MID-XS,ART-1027,Cargo Pants,Midnight Black,XS,168,1000,14.05
ART-1027-MID-S,ART-1027,Cargo Pants,Midnight Black,S,117,1000,24.02
ART-1027-MID-M,ART-1027,Cargo Pants,Midnight Black,M,145,1000,35.82
ART-1027-MID-L,ART-1027,Cargo Pants,Midnight Black,L,190,1000,27.02
ART-1027-MID-XL,ART-1027,Cargo Pants,Midnight Black,XL,144,1000,18.32
ART-1027-CLA-XS,ART-1027,Cargo Pants,Classic White,XS,156,1000,37.6
ART-1027-CLA-S,ART-1027,Cargo Pants,Classic White,S,142,1000,24.15
ART-1027-CLA-M,ART-1027,Cargo Pants,Classic White,M,107,1000,44.12
ART-1027-CLA-L,ART-1027,Cargo Pants,Classic White,L,101,1000,19.24
ART-1027-CLA-XL,ART-1027,Cargo Pants,Classic White,XL,155,1000,17.36
ART-1027-NAV-XS,ART-1027,Cargo Pants,Navy Blue,XS,141,1000,28.14
ART-1027-NAV-S,ART-1027,Cargo Pants,Navy Blue,S,120,1000,29.38
ART-1027-NAV-M,ART-1027,Cargo Pants,Navy Blue,M,102,1000,25.1
ART-1027-NAV-L,ART-1027,Cargo Pants,Navy Blue,L,147,1000,19.61
ART-1027-NAV-XL,ART-1027,Cargo Pants,Navy Blue,XL,130,1000,18.46
ART-1027-OLI-XS,ART-1027,Cargo Pants,Olive Green,XS,173,1000,44.57
ART-1027-OLI-S,ART-1027,Cargo Pants,Olive Green,S,166,1000,12.59
ART-1027-OLI-M,ART-1027,Cargo Pants,Olive Green,M,142,1000,28.65
ART-1027-OLI-L,ART-1027,Cargo Pants,Olive Green,L,190,1000,25.72
ART-1027-OLI-XL,ART-1027,Cargo Pants,Olive Green,XL,149,1000,19.47
ART-1028-MID-XS,ART-1028,Graphic Tee,Midnight Black,XS,108,1000,24.69
ART-1028-MID-S,ART-1028,Graphic Tee,Midnight Black,S,198,1000,44.82
ART-1028-MID-M,ART-1028,Graphic Tee,Midnight Black,M,162,1000,32.85
ART-1028-MID-L,ART-1028,Graphic Tee,Midnight Black,L,102,1000,19.83
ART-1028-MID-XL,ART-1028,Graphic Tee,Midnight Black,XL,132,1000,31.36
ART-1028-CLA-XS,ART-1028,Graphic Tee,Classic White,XS,134,1000,17.69
ART-1028-CLA-S,ART-1028,Graphic Tee,Classic White,S,145,1000,18.31
ART-1028-CLA-M,ART-1028,Graphic Tee,Classic White,M,130,1000,29.72
ART-1028-CLA-L,ART-1028,Graphic Tee,Classic White,L,173,1000,31.99
ART-1028-CLA-XL,ART-1028,Graphic Tee,Classic White,XL,109,1000,18.82
ART-1028-NAV-XS,ART-1028,Graphic Tee,Navy Blue,XS,165,1000,26.01
ART-1028-NAV-S,ART-1028,Graphic Tee,Navy Blue,S,175,1000,14.72
ART-1028-NAV-M,ART-1028,Graphic Tee,Navy Blue,M,115,1000,32.26
ART-1028-NAV-L,ART-1028,Graphic Tee,Navy Blue,L,104,1000,25.84
ART-1028-NAV-XL,ART-1028,Graphic Tee,Navy Blue,XL,144,1000,13.21
ART-1028-OLI-XS,ART-1028,Graphic Tee,Olive Green,XS,141,1000,31.08
ART-1028-OLI-S,ART-1028,Graphic Tee,Olive Green,S,154,1000,17.12
ART-1028-OLI-M,ART-1028,Graphic Tee,Olive Green,M,118,1000,18.64
ART-1028-OLI-L,ART-1028,Graphic Tee,Olive Green,L,159,1000,25.72
ART-1028-OLI-XL,ART-1028,Graphic Tee,Olive Green,XL,182,1000,39.71
ART-1029-MID-XS,ART-1029,Slim Fit Denim,Midnight Black,XS,166,1000,12.05
ART-1029-MID-S,ART-1029,Slim Fit Denim,Midnight Black,S,111,1000,22.59
ART-1029-MID-M,ART-1029,Slim Fit Denim,Midnight Black,M,142,1000,38.72
ART-1029-MID-L,ART-1029,Slim Fit Denim,Midnight Black,L,115,1000,28.31
ART-1029-MID-XL,ART-1029,Slim Fit Denim,Midnight Black,XL,182,1000,25.63
ART-1029-CLA-XS,ART-1029,Slim Fit Denim,Classic White,XS,184,1000,16.86
ART-1029-CLA-S,ART-1029,Slim Fit Denim,Classic White,S,117,1000,34.38
ART-1029-CLA-M,ART-1029,Slim Fit Denim,Classic White,M,168,1000,28.27
ART-1029-CLA-L,ART-1029,Slim Fit Denim,Classic White,L,166,1000,20.13
ART-1029-CLA-XL,ART-1029,Slim Fit Denim,Classic White,XL,122,1000,29.51
ART-1029-NAV-XS,ART-1029,Slim Fit Denim,Navy Blue,XS,114,1000,31.89
ART-1029-NAV-S,ART-1029,Slim Fit Denim,Navy Blue,S,197,1000,26.2
ART-1029-NAV-M,ART-1029,Slim Fit Denim,Navy Blue,M,143,1000,36.53
ART-1029-NAV-L,ART-1029,Slim Fit Denim,Navy Blue,L,155,1000,19.23
ART-1029-NAV-XL,ART-1029,Slim Fit Denim,Navy Blue,XL,112,1000,25.33
ART-1029-OLI-XS,ART-1029,Slim Fit Denim,Olive Green,XS,160,1000,34.25
ART-1029-OLI-S,ART-1029,Slim Fit Denim,Olive Green,S,182,1000,41.16
ART-1029-OLI-M,ART-1029,Slim Fit Denim,Olive Green,M,199,1000,24.4
ART-1029-OLI-L,ART-1029,Slim Fit Denim,Olive Green,L,177,1000,39.11
ART-1029-OLI-XL,ART-1029,Slim Fit Denim,Olive Green,XL,148,1000,44.11
ART-1030-MID-XS,ART-1030,Slim Fit Denim,Midnight Black,XS,191,1000,34.01
ART-1030-MID-S,ART-1030,Slim Fit Denim,Midnight Black,S,167,1000,15.46
ART-1030-MID-M,ART-1030,Slim Fit Denim,Midnight Black,M,195,1000,15.57
ART-1030-MID-L,ART-1030,Slim Fit Denim,Midnight Black,L,104,1000,38.3
ART-1030-MID-XL,ART-1030,Slim Fit Denim,Midnight Black,XL,118,1000,30.82
ART-1030-CLA-XS,ART-1030,Slim Fit Denim,Classic White,XS,128,1000,30.1
ART-1030-CLA-S,ART-1030,Slim Fit Denim,Classic White,S,154,1000,28.84
ART-1030-CLA-M,ART-1030,Slim Fit Denim,Classic White,M,145,1000,42.82
ART-1030-CLA-L,ART-1030,Slim Fit Denim,Classic White,L,161,1000,30.46
ART-1030-CLA-XL,ART-1030,Slim Fit Denim,Classic White,XL,167,1000,38.95
ART-1030-NAV-XS,ART-1030,Slim Fit Denim,Navy Blue,XS,147,1000,12.25
ART-1030-NAV-S,ART-1030,Slim Fit Denim,Navy Blue,S,189,1000,30.96
ART-1030-NAV-M,ART-1030,Slim Fit Denim,Navy Blue,M,123,1000,18.07
ART-1030-NAV-L,ART-1030,Slim Fit Denim,Navy Blue,L,181,1000,44.05
ART-1030-NAV-XL,ART-1030,Slim Fit Denim,Navy Blue,XL,176,1000,20.25
ART-1030-OLI-XS,ART-1030,Slim Fit Denim,Olive Green,XS,168,1000,21.28
ART-1030-OLI-S,ART-1030,Slim Fit Denim,Olive Green,S,100,1000,13.46
ART-1030-OLI-M,ART-1030,Slim Fit Denim,Olive Green,M,193,1000,32.07
ART-1030-OLI-L,ART-1030,Slim Fit Denim,Olive Green,L,144,1000,27.32
ART-1030-OLI-XL,ART-1030,Slim Fit Denim,Olive Green,XL,177,1000,43.06
ART-1031-MID-XS,ART-1031,Summer Dress,Midnight Black,XS,155,1000,27.03
ART-1031-MID-S,ART-1031,Summer Dress,Midnight Black,S,178,1000,33.51
ART-1031-MID-M,ART-1031,Summer Dress,Midnight Black,M,196,1000,44.99
ART-1031-MID-L,ART-1031,Summer Dress,Midnight Black,L,103,1000,36.94
ART-1031-MID-XL,ART-1031,Summer Dress,Midnight Black,XL,145,1000,39.73
ART-1031-CLA-XS,ART-1031,Summer Dress,Classic White,XS,138,1000,41.48
ART-1031-CLA-S,ART-1031,Summer Dress,Classic White,S,111,1000,29.93
ART-1031-CLA-M,ART-1031,Summer Dress,Classic White,M,163,1000,34.35
ART-1031-CLA-L,ART-1031,Summer Dress,Classic White,L,173,1000,36.9
ART-1031-CLA-XL,ART-1031,Summer Dress,Classic White,XL,137,1000,37.89
ART-1031-NAV-XS,ART-1031,Summer Dress,Navy Blue,XS,103,1000,39.62
ART-1031-NAV-S,ART-1031,Summer Dress,Navy Blue,S,186,1000,27.93
ART-1031-NAV-M,ART-1031,Summer Dress,Navy Blue,M,164,1000,40.47
ART-1031-NAV-L,ART-1031,Summer Dress,Navy Blue,L,173,1000,43.53
ART-1031-NAV-XL,ART-1031,Summer Dress,Navy Blue,XL,167,1000,13.16
ART-1031-OLI-XS,ART-1031,Summer Dress,Olive Green,XS,191,1000,30.94
ART-1031-OLI-S,ART-1031,Summer Dress,Olive Green,S,112,1000,37.12
ART-1031-OLI-M,ART-1031,Summer Dress,Olive Green,M,185,1000,26.46
ART-1031-OLI-L,ART-1031,Summer Dress,Olive Green,L,151,1000,28.0
ART-1031-OLI-XL,ART-1031,Summer Dress,Olive Green,XL,108,1000,16.41
ART-1032-MID-XS,ART-1032,Graphic Tee,Midnight Black,XS,131,1000,40.34
ART-1032-MID-S,ART-1032,Graphic Tee,Midnight Black,S,114,1000,19.74
ART-1032-MID-M,ART-1032,Graphic Tee,Midnight Black,M,103,1000,34.08
ART-1032-MID-L,ART-1032,Graphic Tee,Midnight Black,L,157,1000,30.37
ART-1032-MID-XL,ART-1032,Graphic Tee,Midnight Black,XL,172,1000,25.44
ART-1032-CLA-XS,ART-1032,Graphic Tee,Classic White,XS,154,1000,43.74
ART-1032-CLA-S,ART-1032,Graphic Tee,Classic White,S,136,1000,33.65
ART-1032-CLA-M,ART-1032,Graphic Tee,Classic White,M,145,1000,44.87
ART-1032-CLA-L,ART-1032,Graphic Tee,Classic White,L,191,1000,43.79
